"Step","baseline_roberta - train_inner/gnorm","baseline_roberta - train_inner/gnorm__MIN","baseline_roberta - train_inner/gnorm__MAX"
"870","0.517","0.517","0.517"
"871","0.683","0.683","0.683"
"872","0.83","0.83","0.83"
"873","0.828","0.828","0.828"
"874","0.801","0.801","0.801"
"875","0.649","0.649","0.649"
"876","0.66","0.66","0.66"
"877","0.617","0.617","0.617"
"878","0.539","0.539","0.539"
"879","0.526","0.526","0.526"
"880","0.482","0.482","0.482"
"881","0.549","0.549","0.549"
"882","0.427","0.427","0.427"
"883","0.456","0.456","0.456"
"884","0.402","0.402","0.402"
"885","0.435","0.435","0.435"
"886","0.578","0.578","0.578"
"887","0.63","0.63","0.63"
"888","0.66","0.66","0.66"
"889","0.474","0.474","0.474"
"890","0.374","0.374","0.374"
"891","0.539","0.539","0.539"
"892","0.505","0.505","0.505"
"893","0.416","0.416","0.416"
"895","0.636","0.636","0.636"
"896","0.715","0.715","0.715"
"897","0.761","0.761","0.761"
"898","0.668","0.668","0.668"
"899","0.526","0.526","0.526"
"900","0.48","0.48","0.48"
"901","0.561","0.561","0.561"
"902","0.456","0.456","0.456"
"903","0.585","0.585","0.585"
"904","0.649","0.649","0.649"
"905","0.912","0.912","0.912"
"906","1.109","1.109","1.109"
"907","1.031","1.031","1.031"
"908","0.807","0.807","0.807"
"909","0.679","0.679","0.679"
"910","0.684","0.684","0.684"
"911","0.721","0.721","0.721"
"912","0.524","0.524","0.524"
"913","0.627","0.627","0.627"
"914","0.511","0.511","0.511"
"915","0.436","0.436","0.436"
"916","0.438","0.438","0.438"
"917","0.404","0.404","0.404"
"918","0.432","0.432","0.432"
"919","0.423","0.423","0.423"
"920","0.428","0.428","0.428"
"921","0.473","0.473","0.473"
"922","0.417","0.417","0.417"
"923","0.389","0.389","0.389"
"924","0.423","0.423","0.423"
"925","0.42","0.42","0.42"
"926","0.383","0.383","0.383"
"927","0.389","0.389","0.389"
"928","0.459","0.459","0.459"
"929","0.413","0.413","0.413"
"930","0.305","0.305","0.305"
"931","0.405","0.405","0.405"
"932","0.536","0.536","0.536"
"933","0.798","0.798","0.798"
"934","1.12","1.12","1.12"
"935","1.001","1.001","1.001"
"936","0.896","0.896","0.896"
"937","1.278","1.278","1.278"
"938","0.696","0.696","0.696"
"939","0.91","0.91","0.91"
"940","0.652","0.652","0.652"
"941","0.581","0.581","0.581"
"942","0.498","0.498","0.498"
"943","0.549","0.549","0.549"
"944","0.46","0.46","0.46"
"945","0.434","0.434","0.434"
"946","0.488","0.488","0.488"
"947","0.488","0.488","0.488"
"948","0.51","0.51","0.51"
"949","0.42","0.42","0.42"
"950","0.404","0.404","0.404"
"951","0.434","0.434","0.434"
"952","0.534","0.534","0.534"
"953","0.504","0.504","0.504"
"954","0.389","0.389","0.389"
"955","0.389","0.389","0.389"
"956","0.412","0.412","0.412"
"957","0.437","0.437","0.437"
"958","0.339","0.339","0.339"
"959","0.384","0.384","0.384"
"960","0.48","0.48","0.48"
"961","0.472","0.472","0.472"
"962","0.445","0.445","0.445"
"963","0.474","0.474","0.474"
"964","0.462","0.462","0.462"
"965","0.348","0.348","0.348"
"966","0.479","0.479","0.479"
"967","0.6","0.6","0.6"
"968","0.591","0.591","0.591"
"969","0.588","0.588","0.588"
"970","0.526","0.526","0.526"
"971","0.392","0.392","0.392"
"972","0.462","0.462","0.462"
"973","0.517","0.517","0.517"
"974","0.418","0.418","0.418"
"975","0.43","0.43","0.43"
"976","0.501","0.501","0.501"
"977","0.584","0.584","0.584"
"978","0.739","0.739","0.739"
"979","0.851","0.851","0.851"
"980","0.923","0.923","0.923"
"981","0.62","0.62","0.62"
"982","0.678","0.678","0.678"
"983","0.709","0.709","0.709"
"984","0.542","0.542","0.542"
"985","0.677","0.677","0.677"
"986","0.614","0.614","0.614"
"987","0.505","0.505","0.505"
"988","0.539","0.539","0.539"
"989","0.542","0.542","0.542"
"990","0.558","0.558","0.558"
"991","0.54","0.54","0.54"
"992","0.68","0.68","0.68"
"993","0.585","0.585","0.585"
"994","0.501","0.501","0.501"
"995","0.47","0.47","0.47"
"996","0.493","0.493","0.493"
"997","0.496","0.496","0.496"
"998","0.508","0.508","0.508"
"999","0.624","0.624","0.624"
"1000","0.636","0.636","0.636"
"1001","0.523","0.523","0.523"
"1002","0.519","0.519","0.519"
"1003","0.493","0.493","0.493"
"1004","0.481","0.481","0.481"
"1005","0.377","0.377","0.377"
"1006","0.414","0.414","0.414"
"1007","0.395","0.395","0.395"
"1008","0.525","0.525","0.525"
"1009","0.525","0.525","0.525"
"1010","0.44","0.44","0.44"
"1011","0.443","0.443","0.443"
"1012","0.403","0.403","0.403"
"1013","0.434","0.434","0.434"
"1014","0.544","0.544","0.544"
"1015","0.473","0.473","0.473"
"1016","0.54","0.54","0.54"
"1017","0.563","0.563","0.563"
"1018","0.462","0.462","0.462"
"1019","0.519","0.519","0.519"
"1020","0.561","0.561","0.561"
"1021","0.6","0.6","0.6"
"1023","0.825","0.825","0.825"
"1024","0.955","0.955","0.955"
"1025","0.795","0.795","0.795"
"1026","0.431","0.431","0.431"
"1027","0.778","0.778","0.778"
"1028","0.671","0.671","0.671"
"1029","0.653","0.653","0.653"
"1030","0.681","0.681","0.681"
"1031","0.518","0.518","0.518"
"1032","0.583","0.583","0.583"
"1033","0.639","0.639","0.639"
"1034","0.579","0.579","0.579"
"1035","0.739","0.739","0.739"
"1036","0.609","0.609","0.609"
"1037","0.58","0.58","0.58"
"1038","0.455","0.455","0.455"
"1039","0.425","0.425","0.425"
"1040","0.399","0.399","0.399"
"1041","0.316","0.316","0.316"
"1042","0.442","0.442","0.442"
"1043","0.383","0.383","0.383"
"1044","0.486","0.486","0.486"
"1045","0.524","0.524","0.524"
"1046","0.475","0.475","0.475"
"1047","0.396","0.396","0.396"
"1048","0.362","0.362","0.362"
"1049","0.438","0.438","0.438"
"1050","0.382","0.382","0.382"
"1051","0.435","0.435","0.435"
"1052","0.37","0.37","0.37"
"1053","0.422","0.422","0.422"
"1054","0.446","0.446","0.446"
"1055","0.45","0.45","0.45"
"1056","0.395","0.395","0.395"
"1057","0.592","0.592","0.592"
"1058","0.612","0.612","0.612"
"1059","0.447","0.447","0.447"
"1060","0.555","0.555","0.555"
"1061","0.819","0.819","0.819"
"1062","0.871","0.871","0.871"
"1063","0.982","0.982","0.982"
"1064","0.94","0.94","0.94"
"1065","0.926","0.926","0.926"
"1066","0.89","0.89","0.89"
"1067","0.562","0.562","0.562"
"1068","0.779","0.779","0.779"
"1069","0.484","0.484","0.484"
"1070","0.584","0.584","0.584"
"1071","0.488","0.488","0.488"
"1072","0.513","0.513","0.513"
"1073","0.416","0.416","0.416"
"1074","0.398","0.398","0.398"
"1075","0.372","0.372","0.372"
"1076","0.409","0.409","0.409"
"1077","0.401","0.401","0.401"
"1078","0.372","0.372","0.372"
"1079","0.376","0.376","0.376"
"1080","0.364","0.364","0.364"
"1081","0.379","0.379","0.379"
"1082","0.34","0.34","0.34"
"1083","0.328","0.328","0.328"
"1084","0.393","0.393","0.393"
"1085","0.489","0.489","0.489"
"1086","0.45","0.45","0.45"
"1087","0.407","0.407","0.407"
"1088","0.34","0.34","0.34"
"1089","0.349","0.349","0.349"
"1090","0.301","0.301","0.301"
"1091","0.38","0.38","0.38"
"1092","0.539","0.539","0.539"
"1093","0.608","0.608","0.608"
"1094","0.655","0.655","0.655"
"1095","0.545","0.545","0.545"
"1096","0.64","0.64","0.64"
"1097","0.69","0.69","0.69"
"1098","0.525","0.525","0.525"
"1099","0.533","0.533","0.533"
"1100","0.582","0.582","0.582"
"1101","0.529","0.529","0.529"
"1102","0.597","0.597","0.597"
"1103","0.66","0.66","0.66"
"1104","0.605","0.605","0.605"
"1105","0.56","0.56","0.56"
"1106","0.742","0.742","0.742"
"1107","0.775","0.775","0.775"
"1108","0.568","0.568","0.568"
"1109","0.506","0.506","0.506"
"1110","0.59","0.59","0.59"
"1111","0.513","0.513","0.513"
"1112","0.625","0.625","0.625"
"1113","0.762","0.762","0.762"
"1114","0.777","0.777","0.777"
"1115","0.744","0.744","0.744"
"1116","0.509","0.509","0.509"
"1117","0.552","0.552","0.552"
"1118","0.737","0.737","0.737"
"1119","0.682","0.682","0.682"
"1120","0.793","0.793","0.793"
"1121","0.438","0.438","0.438"
"1122","0.555","0.555","0.555"
"1123","0.478","0.478","0.478"
"1124","0.474","0.474","0.474"
"1125","0.424","0.424","0.424"
"1126","0.378","0.378","0.378"
"1127","0.402","0.402","0.402"
"1128","0.339","0.339","0.339"
"1129","0.374","0.374","0.374"
"1130","0.415","0.415","0.415"
"1131","0.483","0.483","0.483"
"1132","0.528","0.528","0.528"
"1133","0.454","0.454","0.454"
"1134","0.411","0.411","0.411"
"1135","0.429","0.429","0.429"
"1136","0.318","0.318","0.318"
"1137","0.415","0.415","0.415"
"1138","0.43","0.43","0.43"
"1139","0.443","0.443","0.443"
"1140","0.446","0.446","0.446"
"1141","0.585","0.585","0.585"
"1142","0.851","0.851","0.851"
"1143","0.911","0.911","0.911"
"1144","0.961","0.961","0.961"
"1145","0.784","0.784","0.784"
"1146","0.563","0.563","0.563"
"1147","0.61","0.61","0.61"
"1148","0.546","0.546","0.546"
"1149","0.623","0.623","0.623"
"1150","0.56","0.56","0.56"
"1151","0.43","0.43","0.43"
"1152","0.499","0.499","0.499"
"1153","0.429","0.429","0.429"
"1154","0.358","0.358","0.358"
"1155","0.345","0.345","0.345"
"1156","0.361","0.361","0.361"
"1157","0.353","0.353","0.353"
"1158","0.358","0.358","0.358"
"1159","0.349","0.349","0.349"
"1160","0.305","0.305","0.305"
"1161","0.332","0.332","0.332"
"1162","0.361","0.361","0.361"
"1163","0.446","0.446","0.446"
"1165","0.766","0.766","0.766"
"1166","1.128","1.128","1.128"
"1167","1.201","1.201","1.201"
"1169","1.071","1.071","1.071"
"1170","0.717","0.717","0.717"
"1171","0.562","0.562","0.562"
"1172","0.626","0.626","0.626"
"1173","0.595","0.595","0.595"
"1174","0.679","0.679","0.679"
"1175","0.549","0.549","0.549"
"1176","0.512","0.512","0.512"
"1177","0.488","0.488","0.488"
"1178","0.556","0.556","0.556"
"1179","0.433","0.433","0.433"
"1180","0.337","0.337","0.337"
"1181","0.351","0.351","0.351"
"1182","0.338","0.338","0.338"
"1183","0.438","0.438","0.438"
"1184","0.399","0.399","0.399"
"1185","0.425","0.425","0.425"
"1186","0.379","0.379","0.379"
"1187","0.375","0.375","0.375"
"1188","0.489","0.489","0.489"
"1189","0.393","0.393","0.393"
"1190","0.372","0.372","0.372"
"1191","0.31","0.31","0.31"
"1192","0.347","0.347","0.347"
"1193","0.475","0.475","0.475"
"1194","0.727","0.727","0.727"
"1195","0.796","0.796","0.796"
"1196","0.776","0.776","0.776"
"1197","0.918","0.918","0.918"
"1198","0.967","0.967","0.967"
"1199","0.857","0.857","0.857"
"1200","0.693","0.693","0.693"
"1201","0.451","0.451","0.451"
"1202","0.587","0.587","0.587"
"1203","0.474","0.474","0.474"
"1204","0.442","0.442","0.442"
"1205","0.462","0.462","0.462"
"1206","0.451","0.451","0.451"
"1207","0.501","0.501","0.501"
"1208","0.653","0.653","0.653"
"1209","0.683","0.683","0.683"
"1210","0.542","0.542","0.542"
"1211","0.42","0.42","0.42"
"1212","0.39","0.39","0.39"
"1213","0.441","0.441","0.441"
"1214","0.411","0.411","0.411"
"1215","0.456","0.456","0.456"
"1216","0.486","0.486","0.486"
"1217","0.418","0.418","0.418"
"1218","0.411","0.411","0.411"
"1219","0.437","0.437","0.437"
"1220","0.465","0.465","0.465"
"1221","0.488","0.488","0.488"
"1222","0.395","0.395","0.395"
"1223","0.475","0.475","0.475"
"1224","0.548","0.548","0.548"
"1225","0.544","0.544","0.544"
"1226","0.442","0.442","0.442"
"1227","0.433","0.433","0.433"
"1228","0.382","0.382","0.382"
"1229","0.373","0.373","0.373"
"1230","0.391","0.391","0.391"
"1231","0.473","0.473","0.473"
"1232","0.387","0.387","0.387"
"1233","0.376","0.376","0.376"
"1234","0.427","0.427","0.427"
"1235","0.4","0.4","0.4"
"1236","0.5","0.5","0.5"
"1237","0.69","0.69","0.69"
"1238","0.85","0.85","0.85"
"1239","0.85","0.85","0.85"
"1240","0.61","0.61","0.61"
"1241","0.689","0.689","0.689"
"1242","0.547","0.547","0.547"
"1243","0.442","0.442","0.442"
"1244","0.41","0.41","0.41"
"1245","0.421","0.421","0.421"
"1246","0.425","0.425","0.425"
"1247","0.427","0.427","0.427"
"1248","0.419","0.419","0.419"
"1249","0.365","0.365","0.365"
"1250","0.305","0.305","0.305"
"1251","0.356","0.356","0.356"
"1252","0.434","0.434","0.434"
"1253","0.462","0.462","0.462"
"1254","0.46","0.46","0.46"
"1255","0.561","0.561","0.561"
"1256","0.585","0.585","0.585"
"1257","0.527","0.527","0.527"
"1258","0.608","0.608","0.608"
"1259","0.543","0.543","0.543"
"1260","0.6","0.6","0.6"
"1261","0.551","0.551","0.551"
"1262","0.441","0.441","0.441"
"1263","0.509","0.509","0.509"
"1264","0.559","0.559","0.559"
"1265","0.46","0.46","0.46"
"1266","0.458","0.458","0.458"
"1267","0.477","0.477","0.477"
"1268","0.47","0.47","0.47"
"1269","0.534","0.534","0.534"
"1270","0.517","0.517","0.517"
"1271","0.483","0.483","0.483"
"1272","0.522","0.522","0.522"
"1273","0.482","0.482","0.482"
"1274","0.504","0.504","0.504"
"1275","0.491","0.491","0.491"
"1276","0.491","0.491","0.491"
"1277","0.648","0.648","0.648"
"1278","0.836","0.836","0.836"
"1279","1.013","1.013","1.013"
"1280","0.835","0.835","0.835"
"1281","0.586","0.586","0.586"
"1282","0.537","0.537","0.537"
"1283","0.459","0.459","0.459"
"1284","0.404","0.404","0.404"
"1285","0.522","0.522","0.522"
"1286","0.523","0.523","0.523"
"1287","0.478","0.478","0.478"
"1288","0.548","0.548","0.548"
"1289","0.573","0.573","0.573"
"1290","0.654","0.654","0.654"
"1291","0.572","0.572","0.572"
"1292","0.452","0.452","0.452"
"1293","0.431","0.431","0.431"
"1294","0.56","0.56","0.56"
"1295","0.66","0.66","0.66"
"1296","0.627","0.627","0.627"
"1297","0.57","0.57","0.57"
"1298","0.511","0.511","0.511"
"1299","0.575","0.575","0.575"
"1300","0.411","0.411","0.411"
"1301","0.368","0.368","0.368"
"1302","0.447","0.447","0.447"
"1303","0.459","0.459","0.459"
"1304","0.527","0.527","0.527"
"1305","0.501","0.501","0.501"
"1306","0.426","0.426","0.426"
"1307","0.459","0.459","0.459"
"1308","0.373","0.373","0.373"
"1309","0.451","0.451","0.451"
"1310","0.517","0.517","0.517"
"1311","0.468","0.468","0.468"
"1312","0.442","0.442","0.442"
"1313","0.571","0.571","0.571"
"1314","0.856","0.856","0.856"
"1315","1.065","1.065","1.065"
"1316","0.958","0.958","0.958"
"1317","0.977","0.977","0.977"
"1318","0.718","0.718","0.718"
"1319","0.569","0.569","0.569"
"1320","0.582","0.582","0.582"
"1321","0.468","0.468","0.468"
"1322","0.499","0.499","0.499"
"1323","0.345","0.345","0.345"
"1324","0.41","0.41","0.41"
"1325","0.424","0.424","0.424"
"1326","0.321","0.321","0.321"
"1327","0.373","0.373","0.373"
"1328","0.312","0.312","0.312"
"1329","0.392","0.392","0.392"
"1330","0.329","0.329","0.329"
"1331","0.363","0.363","0.363"
"1332","0.348","0.348","0.348"
"1333","0.346","0.346","0.346"
"1334","0.385","0.385","0.385"
"1335","0.376","0.376","0.376"
"1336","0.426","0.426","0.426"
"1337","0.384","0.384","0.384"
"1338","0.387","0.387","0.387"
"1339","0.394","0.394","0.394"
"1340","0.39","0.39","0.39"
"1341","0.565","0.565","0.565"
"1342","0.715","0.715","0.715"
"1343","0.926","0.926","0.926"
"1344","0.831","0.831","0.831"
"1345","0.544","0.544","0.544"
"1346","0.511","0.511","0.511"
"1347","0.518","0.518","0.518"
"1348","0.496","0.496","0.496"
"1349","0.525","0.525","0.525"
"1350","0.621","0.621","0.621"
"1351","0.648","0.648","0.648"
"1352","0.45","0.45","0.45"
"1353","0.557","0.557","0.557"
"1354","0.523","0.523","0.523"
"1355","0.425","0.425","0.425"
"1356","0.404","0.404","0.404"
"1357","0.456","0.456","0.456"
"1358","0.529","0.529","0.529"
"1359","0.549","0.549","0.549"
"1360","0.505","0.505","0.505"
"1361","0.501","0.501","0.501"
"1362","0.417","0.417","0.417"
"1363","0.348","0.348","0.348"
"1364","0.354","0.354","0.354"
"1365","0.384","0.384","0.384"
"1366","0.423","0.423","0.423"
"1367","0.479","0.479","0.479"
"1368","0.454","0.454","0.454"
"1369","0.473","0.473","0.473"
"1370","0.502","0.502","0.502"
"1371","0.442","0.442","0.442"
"1372","0.391","0.391","0.391"
"1373","0.383","0.383","0.383"
"1374","0.378","0.378","0.378"
"1375","0.415","0.415","0.415"
"1376","0.447","0.447","0.447"
"1377","0.5","0.5","0.5"
"1378","0.647","0.647","0.647"
"1379","0.682","0.682","0.682"
"1380","0.58","0.58","0.58"
"1381","0.37","0.37","0.37"
"1382","0.469","0.469","0.469"
"1383","0.467","0.467","0.467"
"1384","0.505","0.505","0.505"
"1385","0.672","0.672","0.672"
"1386","0.891","0.891","0.891"
"1387","0.925","0.925","0.925"
"1388","0.656","0.656","0.656"
"1389","0.522","0.522","0.522"
"1390","0.55","0.55","0.55"
"1391","0.679","0.679","0.679"
"1392","0.852","0.852","0.852"
"1393","0.89","0.89","0.89"
"1394","0.669","0.669","0.669"
"1395","0.509","0.509","0.509"
"1396","0.495","0.495","0.495"
"1397","0.474","0.474","0.474"
"1398","0.452","0.452","0.452"
"1399","0.406","0.406","0.406"
"1400","0.347","0.347","0.347"
"1401","0.348","0.348","0.348"
"1402","0.383","0.383","0.383"
"1403","0.419","0.419","0.419"
"1404","0.356","0.356","0.356"
"1405","0.374","0.374","0.374"
"1406","0.396","0.396","0.396"
"1407","0.415","0.415","0.415"
"1408","0.403","0.403","0.403"
"1409","0.42","0.42","0.42"
"1410","0.474","0.474","0.474"
"1411","0.603","0.603","0.603"
"1412","0.712","0.712","0.712"
"1413","0.599","0.599","0.599"
"1414","0.471","0.471","0.471"
"1415","0.47","0.47","0.47"
"1416","0.507","0.507","0.507"
"1417","0.529","0.529","0.529"
"1418","0.675","0.675","0.675"
"1419","0.719","0.719","0.719"
"1420","0.606","0.606","0.606"
"1421","0.415","0.415","0.415"
"1422","0.622","0.622","0.622"
"1423","0.645","0.645","0.645"
"1424","0.767","0.767","0.767"
"1425","0.926","0.926","0.926"
"1426","0.888","0.888","0.888"
"1427","0.643","0.643","0.643"
"1428","0.44","0.44","0.44"
"1429","0.43","0.43","0.43"
"1430","0.414","0.414","0.414"
"1431","0.41","0.41","0.41"
"1432","0.495","0.495","0.495"
"1433","0.472","0.472","0.472"
"1434","0.527","0.527","0.527"
"1435","0.508","0.508","0.508"
"1436","0.456","0.456","0.456"
"1437","0.442","0.442","0.442"
"1438","0.387","0.387","0.387"
"1439","0.372","0.372","0.372"
"1440","0.385","0.385","0.385"
"1441","0.375","0.375","0.375"
"1442","0.441","0.441","0.441"
"1443","0.404","0.404","0.404"
"1444","0.325","0.325","0.325"
"1445","0.328","0.328","0.328"
"1446","0.361","0.361","0.361"
"1447","0.436","0.436","0.436"
"1448","0.482","0.482","0.482"
"1449","0.555","0.555","0.555"
"1450","0.714","0.714","0.714"
"1451","0.959","0.959","0.959"
"1452","0.935","0.935","0.935"
"1453","0.616","0.616","0.616"
"1454","0.584","0.584","0.584"
"1455","0.653","0.653","0.653"
"1456","0.618","0.618","0.618"
"1457","0.645","0.645","0.645"
"1458","0.687","0.687","0.687"
"1460","0.646","0.646","0.646"
"1461","0.759","0.759","0.759"
"1462","0.825","0.825","0.825"
"1463","0.829","0.829","0.829"
"1464","0.787","0.787","0.787"
"1465","0.709","0.709","0.709"
"1466","0.553","0.553","0.553"
"1467","0.472","0.472","0.472"
"1468","0.43","0.43","0.43"
"1469","0.407","0.407","0.407"
"1470","0.407","0.407","0.407"
"1471","0.415","0.415","0.415"
"1472","0.427","0.427","0.427"
"1473","0.433","0.433","0.433"
"1474","0.436","0.436","0.436"
"1475","0.521","0.521","0.521"
"1476","0.397","0.397","0.397"
"1477","0.357","0.357","0.357"
"1478","0.516","0.516","0.516"
"1479","0.628","0.628","0.628"
"1480","0.678","0.678","0.678"
"1481","0.637","0.637","0.637"
"1482","0.581","0.581","0.581"
"1483","0.445","0.445","0.445"
"1484","0.388","0.388","0.388"
"1485","0.562","0.562","0.562"
"1486","0.498","0.498","0.498"
"1487","0.482","0.482","0.482"
"1488","0.465","0.465","0.465"
"1489","0.466","0.466","0.466"
"1490","0.385","0.385","0.385"
"1491","0.383","0.383","0.383"
"1492","0.377","0.377","0.377"
"1493","0.41","0.41","0.41"
"1494","0.41","0.41","0.41"
"1495","0.347","0.347","0.347"
"1496","0.339","0.339","0.339"
"1497","0.355","0.355","0.355"
"1498","0.361","0.361","0.361"
"1499","0.355","0.355","0.355"
"1500","0.515","0.515","0.515"
"1501","0.668","0.668","0.668"
"1502","0.644","0.644","0.644"
"1503","0.43","0.43","0.43"
"1504","0.439","0.439","0.439"
"1505","0.674","0.674","0.674"
"1506","0.793","0.793","0.793"
"1507","0.882","0.882","0.882"
"1508","0.753","0.753","0.753"
